"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","273187199.78145","271065999.783147","281896799.774483","294883399.764093","325281199.739775","353251799.717399","368948599.704841","369124199.704701","367968799.705625","391820399.686544","331199999.73504","362799999.70976","371998971.855067","466798975.004938","565399296.718132","681400000.13628","879000000.1758","947000000.1894","974200000.19484","1080600000.21612","1383800000.27676","1479400000.29588","1474200000.29484","1623600000.32472","1816200000.24216","2009400000","2318000000","2047200000","2613926800","2736243800","3096289800","3473562850.28022","2257129873.67081","1878253818.08352","2167569095.12236","2813313278.81082","2907517543.35846","3338949151.59927","3723903723.63772","4153725966.88509","6813565983.11708","6331970412.88509","6205847136.98422","5071947797.98273","6087360734.56063","7030149790.93042","7638739123.54444","9228637766.24316","10432962724.7617","11597002929.7989","11859312627.0763","13008746038.8867","13708925402.937","14902488489.0545","15146883647.3766","14849629407.9546","14069277532.4999","15093357143.42","16403864521.4121","15016090929.8744","14508222518.158","20877414952.1236","20253551885.2146",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34753569692.915","38730585922.2189","40124916940.5945","43166678735.2183","46425677734.1435","46658765340.4375","47296961369.1014","48706794878.7711","49073373275.9379","47218411470.2538","53749989092.0197","67608919144.3684","85285075491.886","104120803140.221","113211158292.936","115715618613.052","140186691233.532","158325583917.574","131069277212.635","132175349953.713","141942264554.475","128814279315.132","135684315697.713","141033843265.669","125174166987.372","128609822750.039","143112196040.326","160565642983.587","164020460331.659","157227094449.074","182275444031.79","178788572067.589",
"IBRD only","IBD","GDP (current US$)","NY.GDP.MKTP.CD","312847710618.945","309558648106.402","317296811852.145","340355731341.582","385694861547.252","422949538284.626","436648397312.293","448215720989.049","473404257947.557","528433899524.898","574979364132.601","627486667752.125","706116891008.86","914768346940.198","1152536835908.17","1244887902983.41","1348869508762.09","1527707387232.1","1691716799777.71","1970758429473.45","2333234306398.29","2516418067586.11","2491063028144.27","2452321862781.73","2545964829024.57","2642524425526.32","2755085729092.69","2836707800974.45","3037192192086.19","3164104713185.12","3638437908431.4","3517602600753.95","3701861762943.06","3977963109219.55","4332708771702.49","4897137935207.43","5348738916926.96","5671483037214.01","5510045621255.46","5366064673362.04","5839436714264.72","5911673645506.48","6001266668417.3","6747932625643.08","8043519579051.21","9615796081224.46","11403941454978.9","14166070736983.5","17000231113774.3","16487865779437.7","20048166862477.2","23739490220163.1","25231185297161.3","26621251796118.4","27519521640517.5","25774291128877.2","25972093023068.7","28689022224808.5","30520147708890","31181885466267.4","30036645646514.1","35615582809273","37635709395799.7",
"IDA & IBRD total","IBT","GDP (current US$)","NY.GDP.MKTP.CD","351271390107.743","350792507441.112","362178039570.062","390673356818.892","433787465166.336","477570690087.129","496238221381.391","508218462962.174","536462477460.476","599235406692.587","657852694284.39","709722967090.345","791160280563.65","1011675036369.35","1282877331903.41","1402503928502.24","1511505065576.24","1704528242516.28","1892704345565.3","2204254696266.55","2612608601648.54","2938958646106.94","2886738091442.27","2779448084203.33","2845219285275.32","2947286345770.02","3062487003592.8","3170194994177.58","3364776021250.51","3496626582886.94","4017383514929.53","3915793184881.12","4063636192649.12","4330925467103.73","4685118960920.84","5303331574441.83","5805057320128.41","6147194034003.19","5994914072573.23","5864975962199.99","6392236773484.94","6467058819404","6597179645796.56","7411818808331.16","8822574687641.8","10526961170664","12493276098307.4","15440043749348","18521254921505.9","18003100309250.7","21798451915412.3","25521665780816.4","27106356951918.2","28659297586380.9","29716965776742.9","27922343491136.9","28162575334751.8","30978325716193.1","32893629417407.6","33639428774236.2","32450856363672.7","38246179203967.4","40448776490634.5",
"IDA total","IDA","GDP (current US$)","NY.GDP.MKTP.CD","38320022083.1443","40400043936.4123","43393750351.9502","48370130958.8006","47330394529.8718","53468536046.2456","57924073847.9149","58466985789.6226","61480692436.8593","68985085298.8438","80115065650.1676","80333811803.5791","83918830280.8608","97248051627.3532","129652908582.847","154660739085.545","160505749714.264","175375816534.453","198704575513.166","230921468554.142","275938398374.97","403363550594.805","379740257647.273","319870919535.744","297176525826.322","303420381551.106","307389061412.182","331097179326.617","328077583890.664","332445061090.591","378625893677.558","398382717615.294","361568265924.166","352530368672.37","351486400435.633","405263109955.894","455586035969.385","474751908908.994","484445538274.857","499098297624.174","553224994016.663","555728370769.76","596913956893.637","664923940273.576","780117195842.131","912147805680.734","1090624298175.4","1274448228707.58","1521482725374.42","1515763269136.51","1750735521057.77","1782101859063.55","1875053620989.96","2038045790262.45","2197444136225.37","2146720272494.66","2188895718882.44","2288777969587.38","2373505833478.72","2457261018776.69","2413496959520.84","2630947161900.7","2813266144561.78",
"IDA blend","IDB","GDP (current US$)","NY.GDP.MKTP.CD","12063716103.7475","12910262578.4012","13806159755.9225","14612004567.7172","15945614583.7561","17314264918.6649","18833729124.9755","18930485110.7438","19982447045.2629","22860809160.2566","31424774715.2503","29185227706.1047","32770575917.4607","34960184147.1978","50396527690.3868","57971333194.1547","69959421026.5182","73756383699.6396","80183338760.4294","98426900974.4665","126262885823.116","243040674356.806","222134599186.924","168564486625.026","144656607095.242","145317223261.027","131018133500.046","134041262796.611","137620710028.006","132645444778.802","146299168037.11","146920446197.126","147612421861.855","132706122125.015","133300725340.589","156253994796.223","172449894064.987","176072253065.301","173821053311.182","181554251968.96","206736962646.8","206419302736.929","227772326360.289","256311555309.279","311522373743.726","372742440249.267","469295440463.001","541264522565.236","640036074397.379","606965502107.914","715590112082.901","823906283238.815","909186219114.415","989607127321.841","1076979908548.03","1017844957897.42","977321951410.728","960023974850.292","1048863296886.91","1069700472074.97","1002567723026.3","1096038565477.42","1173302850133.18",
"Indonesia","IDN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","5667756644.9716","7076465295.27356","8337423312.88344","9150684931.50685","9333536359.74431","10997590361.4458","16273253012.0482","25802409638.5542","30463855421.7602","37269156626.5958","45808915662.761","51455719100.27","51400186379.1873","72482337370.8551","85518233450.1818","90158449307.26","81052283404.2179","84853699994.5677","85289488375.4688","79954072569.4637","75929617576.2282","84300174475.7955","94451427898.007","106140727356.675","116621996217.133","128026966579.964","158006700301.533","176892143931.505","202132028723.115","227369679374.973","215748998609.635","95445547872.715","140001351215.462","165021012077.81","160446947784.909","195660611165.183","234772463823.808","256836875295.452","285868619205.904","364570515631.625","432216737774.861","510228634992.258","539580085612.401","755094157594.248","892969104529.233","917869913365.243","912524136718.018","890814755511.291","860854232717.853","931877364033.902","1015618744168.15","1042271532953.36","1119099871386.16","1059054842711.72","1186505455720.81","1319100220389.02",
"IDA only","IDX","GDP (current US$)","NY.GDP.MKTP.CD","27105173973.3975","28350259476.5851","30520380944.1353","34907257225.3682","32277415320.9829","37261044147.577","40278560200.5067","40746948796.8413","42761290418.3489","47485002146.8668","49639453168.5075","52395188461.8993","52164084218.7527","63843359722.7925","80855093444.0352","98887800680.2148","91502332691.8594","103027185366.832","120580878439.347","134168317754.708","150499207820.671","154584364197.739","152771439194.23","148794901041.192","151191821040.195","156911943796.002","176286391575.487","197350220193.491","190498314175.031","199980515581.862","232630137929.561","252280312321.057","213915982271.234","220372522126.735","218693076613.186","249492463233.906","283806954525.855","299523051689.676","311717453836.691","318571678845.321","347408785784.605","350282700042.756","369953470614.084","409445511985.276","469274900285.052","539966731327.013","621350084131.204","733404724665.703","881879617320.975","909363560234.375","1035735186761.63","958377202447.045","965873002611.246","1048438662940.6","1120464227677.34","1128875314597.24","1211573767471.71","1328753994737.09","1324642536591.81","1387560546701.72","1410929236494.53","1534883548261.97","1639926057562.36",
"Isle of Man","IMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","914762873.689153","1023005862.77927","1180968165.4086","1382605389.32055","1567402513.69642","1563667799.61578","1659131243.73837","1947332921.74718","2328658227.8481","2822358473.16983","3032409189.11876","3422735301.694","4466353634.82657","5928788780.55394","5486918994.79345","5920366628.33178","6565668780.72984","6690228489.42816","7001180245.79298","7708459145.00473","7084795708.26863","6846373276.62067","6979791187.09008","7491654051.08011","7314966839.10981","6684229268.52985","","",
"India","IND","GDP (current US$)","NY.GDP.MKTP.CD","37029883846.9303","39232435753.0422","42161481824.7743","48421923420.8701","56480289896.3705","59554854575.8085","45865462034.2857","50134942160.5497","53085455824.6593","58447994966.6784","62422483000.5672","67351407965.1281","71463193831.0092","85515269585.4","99525899116.054","98472796456.884","102717164466.397","121486645611.522","137300295313.3","152991653793.77","186325345086.661","193491373249.4","200715633588.789","218262154670.612","212157639237.202","232511561180.057","248985994042.212","279033584092.223","296589677725.074","296042058867.01","320979026420.035","270105341879.226","288208066640.584","279295644530.09","327275583539.559","360281907854.994","392896860670.885","415867567334.185","421351318896.874","458820417337.807","468394937262.37","485441014538.638","514937948870.08","607699285433.872","709148514804.659","820381595512.902","940259888792.141","1216736448906.29","1198895147694.77","1341888016988.57","1675615502766.2","1823051829894.55","1827637579584.79","1856721494834.64","2039126469963.35","2103588347241.77","2294796889945.04","2651474263257.15","2702929639861.5","2835606242052.48","2671595389575.7","3150306834279.65","3385089881935.39",
"Not classified","INX","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP (current US$)","NY.GDP.MKTP.CD","1939329775.43739","2088012282.35667","2260349684.08625","2430843768.44553","2766608945.87402","2945704142.99765","3104034393.23162","3343636773.36759","3278584478.33023","3787077343.72783","4395995085.99509","5098250287.46646","6318060582.21873","7481173065.79201","7896860614.98803","9483808362.36934","9453756014.71837","11248340431.3779","14647996073.6937","18319334300.4513","21747855640.0712","20670190138.1671","21474752962.2178","20766047763.5314","20106648454.8404","21270013325.5601","28714571852.4799","33920518492.5094","37772896220.7559","39238392677.7542","49305632408.4929","49787501584.4847","55918538121.3989","52417477613.676","57097656065.96","69139823232.3232","75790786290.3226","82856648758.3572","90199410115.5097","98893958262.6438","100207610429.909","109346669229.695","128596035288.401","164670771259.602","194372115041.065","211876989655.907","232180617162.279","270079279419.5","275447471451.063","236443115853.695","221913560882.372","239003132208.134","225628699652.993","238340859896.939","259170903647.532","291775166506.891","299091127524.513","336377500160.549","385736680797.111","399321701632.424","425852281928.114","504182603275.542","529244870222.765",
